dataset,filename,emotion,audio_path,mel_spec_path
emodb,14a05Ac.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\14a05Ac.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\14a05Ac.npy
emodb,14a05Fa.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\14a05Fa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\14a05Fa.npy
emodb,14a05Fb.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\14a05Fb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\14a05Fb.npy
emodb,14a05Na.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\14a05Na.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\14a05Na.npy
emodb,14a05Ta.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\14a05Ta.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\14a05Ta.npy
emodb,14a05Tc.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\14a05Tc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\14a05Tc.npy
emodb,14a05Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14a05Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14a05Wa.npy
emodb,14a05Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14a05Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14a05Wb.npy
emodb,14a07Aa.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\14a07Aa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\14a07Aa.npy
emodb,14a07Eb.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\14a07Eb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\14a07Eb.npy
emodb,14a07Fd.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\14a07Fd.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\14a07Fd.npy
emodb,14a07Na.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\14a07Na.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\14a07Na.npy
emodb,14a07Tc.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\14a07Tc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\14a07Tc.npy
emodb,14a07Wc.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14a07Wc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14a07Wc.npy
emodb,14b01Ac.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\14b01Ac.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\14b01Ac.npy
emodb,14b01Eb.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\14b01Eb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\14b01Eb.npy
emodb,14b01Fa.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\14b01Fa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\14b01Fa.npy
emodb,14b01Fc.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\14b01Fc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\14b01Fc.npy
emodb,14b01Na.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\14b01Na.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\14b01Na.npy
emodb,14b01Wc.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14b01Wc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14b01Wc.npy
emodb,14b02Aa.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\14b02Aa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\14b02Aa.npy
emodb,14b02Fb.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\14b02Fb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\14b02Fb.npy
emodb,14b02Na.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\14b02Na.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\14b02Na.npy
emodb,14b02Tc.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\14b02Tc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\14b02Tc.npy
emodb,14b02Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14b02Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14b02Wb.npy
emodb,14b02Wd.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14b02Wd.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14b02Wd.npy
emodb,14b03Ad.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\14b03Ad.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\14b03Ad.npy
emodb,14b03Ed.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\14b03Ed.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\14b03Ed.npy
emodb,14b03Ta.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\14b03Ta.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\14b03Ta.npy
emodb,14b03Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14b03Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14b03Wb.npy
emodb,14b09Ac.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\14b09Ac.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\14b09Ac.npy
emodb,14b09Ea.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\14b09Ea.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\14b09Ea.npy
emodb,14b09Fc.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\14b09Fc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\14b09Fc.npy
emodb,14b09Td.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\14b09Td.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\14b09Td.npy
emodb,14b09Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14b09Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14b09Wa.npy
emodb,14b09Wc.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14b09Wc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14b09Wc.npy
emodb,14b10Ad.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\14b10Ad.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\14b10Ad.npy
emodb,14b10Eb.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\14b10Eb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\14b10Eb.npy
emodb,14b10Nb.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\14b10Nb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\14b10Nb.npy
emodb,14b10Tc.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\14b10Tc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\14b10Tc.npy
emodb,14b10Wc.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\14b10Wc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\14b10Wc.npy
emodb,15a01Ea.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\15a01Ea.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\15a01Ea.npy
emodb,15a01Fb.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\15a01Fb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\15a01Fb.npy
emodb,15a01Nb.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15a01Nb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15a01Nb.npy
emodb,15a01Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15a01Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15a01Wa.npy
emodb,15a02Ac.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\15a02Ac.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\15a02Ac.npy
emodb,15a02Ea.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\15a02Ea.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\15a02Ea.npy
emodb,15a02Na.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15a02Na.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15a02Na.npy
emodb,15a02Ta.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\15a02Ta.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\15a02Ta.npy
emodb,15a02Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15a02Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15a02Wb.npy
emodb,15a02Wd.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15a02Wd.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15a02Wd.npy
emodb,15a04Ab.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\15a04Ab.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\15a04Ab.npy
emodb,15a04Ac.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\15a04Ac.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\15a04Ac.npy
emodb,15a04Fd.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\15a04Fd.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\15a04Fd.npy
emodb,15a04Nc.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15a04Nc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15a04Nc.npy
emodb,15a04Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15a04Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15a04Wa.npy
emodb,15a04Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15a04Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15a04Wb.npy
emodb,15a05Eb.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\15a05Eb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\15a05Eb.npy
emodb,15a05Fb.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\15a05Fb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\15a05Fb.npy
emodb,15a05Na.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15a05Na.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15a05Na.npy
emodb,15a05Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15a05Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15a05Wa.npy
emodb,15a07Ac.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\15a07Ac.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\15a07Ac.npy
emodb,15a07Eb.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\15a07Eb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\15a07Eb.npy
emodb,15a07Fa.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\15a07Fa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\15a07Fa.npy
emodb,15a07Fb.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\15a07Fb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\15a07Fb.npy
emodb,15a07Nc.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15a07Nc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15a07Nc.npy
emodb,15b01Ec.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\15b01Ec.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\15b01Ec.npy
emodb,15b01Na.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15b01Na.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15b01Na.npy
emodb,15b01Wc.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15b01Wc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15b01Wc.npy
emodb,15b02Aa.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\15b02Aa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\15b02Aa.npy
emodb,15b02Nd.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15b02Nd.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15b02Nd.npy
emodb,15b02Tc.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\15b02Tc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\15b02Tc.npy
emodb,15b02Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15b02Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15b02Wa.npy
emodb,15b02Wc.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15b02Wc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15b02Wc.npy
emodb,15b03Aa.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\15b03Aa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\15b03Aa.npy
emodb,15b03Nb.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15b03Nb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15b03Nb.npy
emodb,15b03Tc.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\15b03Tc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\15b03Tc.npy
emodb,15b03Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15b03Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15b03Wa.npy
emodb,15b03Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15b03Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15b03Wb.npy
emodb,15b09Ac.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\15b09Ac.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\15b09Ac.npy
emodb,15b09Fa.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\15b09Fa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\15b09Fa.npy
emodb,15b09Nb.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15b09Nb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15b09Nb.npy
emodb,15b09Ta.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\15b09Ta.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\15b09Ta.npy
emodb,15b09Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15b09Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15b09Wb.npy
emodb,15b10Ac.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\15b10Ac.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\15b10Ac.npy
emodb,15b10Nb.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15b10Nb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15b10Nb.npy
emodb,15b10Nc.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\15b10Nc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\15b10Nc.npy
emodb,15b10Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\15b10Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\15b10Wa.npy
emodb,16a01Ec.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16a01Ec.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16a01Ec.npy
emodb,16a01Fc.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16a01Fc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16a01Fc.npy
emodb,16a01Nc.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\16a01Nc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\16a01Nc.npy
emodb,16a01Tb.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\16a01Tb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\16a01Tb.npy
emodb,16a01Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16a01Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16a01Wb.npy
emodb,16a02Ea.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16a02Ea.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16a02Ea.npy
emodb,16a02Ec.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16a02Ec.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16a02Ec.npy
emodb,16a02Nb.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\16a02Nb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\16a02Nb.npy
emodb,16a02Tc.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\16a02Tc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\16a02Tc.npy
emodb,16a02Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16a02Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16a02Wb.npy
emodb,16a04Ab.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\16a04Ab.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\16a04Ab.npy
emodb,16a04Ea.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16a04Ea.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16a04Ea.npy
emodb,16a04Fa.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16a04Fa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16a04Fa.npy
emodb,16a04Nc.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\16a04Nc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\16a04Nc.npy
emodb,16a04Tc.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\16a04Tc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\16a04Tc.npy
emodb,16a04Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16a04Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16a04Wb.npy
emodb,16a04Wc.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16a04Wc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16a04Wc.npy
emodb,16a05Ab.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\16a05Ab.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\16a05Ab.npy
emodb,16a05Ea.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16a05Ea.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16a05Ea.npy
emodb,16a05Fc.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16a05Fc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16a05Fc.npy
emodb,16a05Tb.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\16a05Tb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\16a05Tb.npy
emodb,16a05Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16a05Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16a05Wb.npy
emodb,16a05Wc.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16a05Wc.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16a05Wc.npy
emodb,16a07Ea.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16a07Ea.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16a07Ea.npy
emodb,16a07Fa.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16a07Fa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16a07Fa.npy
emodb,16a07Fb.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16a07Fb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16a07Fb.npy
emodb,16a07Nb.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\16a07Nb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\16a07Nb.npy
emodb,16a07Td.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\16a07Td.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\16a07Td.npy
emodb,16a07Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16a07Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16a07Wa.npy
emodb,16b01Aa.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\16b01Aa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\16b01Aa.npy
emodb,16b01Eb.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16b01Eb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16b01Eb.npy
emodb,16b01Fa.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16b01Fa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16b01Fa.npy
emodb,16b01Tb.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\16b01Tb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\16b01Tb.npy
emodb,16b01Wa.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16b01Wa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16b01Wa.npy
emodb,16b01Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16b01Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16b01Wb.npy
emodb,16b02Aa.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\16b02Aa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\16b02Aa.npy
emodb,16b02Eb.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16b02Eb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16b02Eb.npy
emodb,16b02Fd.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16b02Fd.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16b02Fd.npy
emodb,16b02Wb.wav,anger,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\anger\16b02Wb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\anger\16b02Wb.npy
emodb,16b03Ad.wav,fear,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\fear\16b03Ad.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\fear\16b03Ad.npy
emodb,16b03Ea.wav,disgust,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\disgust\16b03Ea.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\disgust\16b03Ea.npy
emodb,16b03Fa.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16b03Fa.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16b03Fa.npy
emodb,16b03Fd.wav,happiness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\happiness\16b03Fd.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\happiness\16b03Fd.npy
emodb,16b03Nb.wav,neutral,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\neutral\16b03Nb.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\neutral\16b03Nb.npy
emodb,16b03Ta.wav,sadness,D:\downloaaaad\output\preprocessed_data\processed_audio\emodb\sadness\16b03Ta.wav,D:\downloaaaad\output\preprocessed_data\mel_specs\emodb\sadness\16b03Ta.npy
